title,runtime,des,date,rating,genre
Parasite,132,"    All unemployed, Ki-taek and his family take peculiar interest in the wealthy and glamorous Parks, as they ingratiate themselves into their lives and get entangled in an unexpected incident.",2019,8.6,"Comedy, Drama, Thriller            "
Scoob!,132,"    Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined.",2020,0,"Animation, Adventure, Comedy            "
Peaky Blinders,60,"    A gangster family epic set in 1919 Birmingham, England; centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.",2013,8.8,"Crime, Drama            "
The Invisible Man,60,"    When Cecilia's abusive ex takes his own life and leaves her fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",2020,0,"Horror, Sci-Fi, Thriller            "
The Morning Show,60,"    An inside look at the lives of the people who help America wake up in the morning, exploring the unique challenges faced by the men and women who carry out this daily televised ritual.",2019,8.2,Drama            
Angel Has Fallen,121,    Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,2019,6.5,"Action, Thriller            "
Atypical,30,"    Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.",2017,8.3,"Comedy, Drama            "
Frozen II,103,"    Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",2019,7.3,"Animation, Adventure, Comedy            "
Game of Thrones,57,"    Nine noble families fight for control over the mythical lands of Westeros, while an ancient enemy returns after being dormant for thousands of years.",2019,9.4,"Action, Adventure, Drama            "
The Witcher,60,"    Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",2019,0,"Action, Adventure, Drama            "
Shameless,46,"    A scrappy, fiercely loyal Chicago family makes no apologies.",2011,8.6,"Comedy, Drama            "
Jojo Rabbit,108,    A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.,2019,8.1,"Comedy, Drama, War            "
The Lighthouse,109,    Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,2019,8.3,"Drama, Fantasy, Horror            "
The Lion King,118,"    After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",2019,7.0,"Animation, Adventure, Drama            "
The Crown,58,    Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.,2016,8.7,"Drama, History            "
Supernatural,44,"    Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth.",2005,8.4,"Drama, Fantasy, Horror            "
Knives Out,130,"    A detective investigates the death of a patriarch of an eccentric, combative family.",2019,7.6,"Comedy, Crime, Drama            "
Grey's Anatomy,41,    A drama centered on the personal and professional lives of five surgical interns and their supervisors.,2005,7.6,"Drama, Romance            "
The Shining,146,"    A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",1980,8.4,"Drama, Horror            "
Mr. Robot,49,"    Elliot, a brilliant but highly unstable young cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global dominance when he and his shadowy allies try to take down the corrupt corporation he works for.",2015,8.5,"Crime, Drama, Thriller            "
Star Wars: Episode IX - The Rise of Skywalker,155,    The surviving Resistance faces the First Order once more in the final chapter of the Skywalker saga.,2019,0,"Action, Adventure, Fantasy            "
Friends,22,    Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan.,2004,8.9,"Comedy, Romance            "
Breaking Bad,49,    A high school chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine in order to secure his family's future.,2013,9.5,"Crime, Drama, Thriller            "
Arrow,42,"    Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",2012,7.6,"Action, Adventure, Crime            "
Castle Rock,60,"    Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.",2018,7.7,"Drama, Fantasy, Horror            "
Servant,60,    A young and troubled couple replaces their newborn baby with a lifelike doll after their child dies from health complications.,2019,0,"Drama, Horror, Thriller            "
Zombieland: Double Tap,99,"    Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",2019,7.2,"Action, Comedy, Horror            "
The Office,22,"    A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.",2013,8.8,Comedy            
The SpongeBob Movie: Sponge on the Run,22,"    After SpongeBob's beloved pet snail Gary is snail-napped, he and Patrick embark on an epic adventure to The Lost City of Atlantic City to bring Gary home.",2020,0,"Animation, Adventure, Comedy            "
Seberg,96,"    Inspired by real events in the life of French New Wave icon Jean Seberg, who in the late 1960s was targeted by Hoover's FBI, because of her political and romantic involvement with civil rights activist Hakim Jamal.",2019,5.1,"Biography, Drama, Thriller            "
Titans,45,    A team of young superheroes combat evil and other perils.,2018,7.9,"Action, Adventure, Crime            "
Death Stranding,45,    Deliveryman Sam Porter must travel across a ravaged wasteland and reconnect the city states of America formed after a mysterious apocalyptic event dubbed 'death stranding' left the world in ruins and plagued by supernatural tar creatures.,2019,9.2,"Action, Adventure, Drama            "
The Good Place,22,    Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.,2016,8.1,"Comedy, Drama, Fantasy            "
Fast & Furious Presents: Hobbs & Shaw,137,    Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.,2019,6.5,"Action, Adventure            "
Stranger Things,51,"    When a young boy disappears, his mother, a police chief, and his friends must confront terrifying supernatural forces in order to get him back.",2016,8.8,"Drama, Fantasy, Horror            "
Vikings,44,"    Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean.",2013,8.6,"Action, Adventure, Drama            "
Daybreak,60,    High school outcast Josh is searching for his missing girlfriend in post apocalyptic Glendale. He's joined by a group of misfits Angelica and his former bully Wesley. On the way they'll face many weird things.,2019,6.8,"Action, Adventure, Comedy            "
Avengers: Endgame,181,"    After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",2019,8.5,"Action, Adventure, Drama            "
The Peanut Butter Falcon,97,    Zak runs away from his care home to make his dream of becoming a wrestler come true.,2019,7.7,"Adventure, Comedy, Drama            "
The Flash,43,"    After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, fighting crime in Central City.",2014,7.8,"Action, Adventure, Drama            "
The Man in the High Castle,60,"    In a dystopian America dominated by Nazi Germany and Imperial Japan, a young woman discovers a mysterious film that may hold the key to toppling the totalitarian regimes.",2015,8.1,"Drama, Sci-Fi, Thriller            "
Fantasy Island,60,    A horror adaptation of the popular '70s TV show about a magical island resort.,2020,0,"Adventure, Horror            "
The Boys,60,    A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,2019,8.8,"Action, Comedy, Crime            "
The Blacklist,43,"    A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.",2013,8.0,"Crime, Drama, Mystery            "
Maleficent: Mistress of Evil,119,"    Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",2019,7.0,"Adventure, Family, Fantasy            "
This Is Us,45,"    A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.",2016,8.7,"Comedy, Drama, Romance            "
Black Mirror,60,"    An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.",2011,8.8,"Drama, Sci-Fi, Thriller            "
The Good Liar,109,"    Consummate con man Roy Courtnay has set his sights on his latest mark: the recently widowed Betty McLeish, worth millions. But this time, what should have been a simple swindle escalates into a cat-and-mouse game with the ultimate stakes.",2019,6.5,"Drama, Thriller            "
The Kominsky Method,30,"    An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.",2018,8.2,Comedy            
Green Eggs and Ham,26,"    An animated series based on the popular Dr. Seuss story ""Green Eggs and Ham.""",2019,8.4,"Animation, Adventure, Comedy            "
Once Upon a Time ... in Hollywood,161,    A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of Hollywood's Golden Age in 1969 Los Angeles.,2019,7.9,"Comedy, Drama            "
A Beautiful Day in the Neighborhood,108,    Based on the true story of a real-life friendship between Fred Rogers and journalist Tom Junod.,2019,7.8,"Biography, Drama            "
Outlander,64,    An English combat nurse from 1945 is mysteriously swept back in time to 1743.,2014,8.4,"Drama, Fantasy, Romance            "
Britannia,60,"    In 43 AD, the Roman Army returns to crush the Celtic heart of Britannia.",2017,6.7,"Action, Drama, Fantasy            "
Good Boys,90,"    Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party.",2019,6.7,"Adventure, Comedy            "
Watchmen,162,"    In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",2009,7.6,"Action, Drama, Mystery            "
Motherless Brooklyn,144,"    In 1950s New York, a lonely private detective afflicted with Tourette's Syndrome ventures to solve the murder of his mentor and only friend.",2019,7.2,"Crime, Drama            "
Soul,144,    A musician who has lost his passion for music is transported out of his body and must find his way back with the help of an infant soul learning about herself.,2020,0,"Animation, Adventure, Family            "
Dora and the Lost City of Gold,102,"    Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.",2019,6.0,"Adventure, Family            "
Primal,97,    Frank's caught wildlife in the Brazilian jungle incl. a 400 lbs. white jaguar. He ships it on the same ship as an arrested assassin. The assassin breaks free and frees the animals.,2019,4.9,Action            
Modern Love,32,"    TV series based on the New York Times' column that explores relationships, love and the human connection.",2019,8.1,"Comedy, Romance            "
Batwoman,45,    Kate Kane seeks justice for Gotham City as Batwoman.,2019,3.3,"Action, Adventure, Crime            "
Midsommar,147,    A couple travels to Sweden to visit a rural hometown's fabled mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,2019,7.2,"Drama, Horror, Mystery            "
NCIS,60,"    The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team, led by Special Agent Leroy Jethro Gibbs.",2003,7.8,"Action, Crime, Drama            "
Playing with Fire,96,    A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,2019,4.6,"Comedy, Family            "
South Park,22,"    Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",1997,8.7,"Animation, Comedy            "
Gemini Man,117,    An over-the-hill hitman faces off against a younger clone of himself.,2019,5.7,"Action, Drama, Sci-Fi            "
Riverdale,45,"    While navigating the troubled waters of romance, school and family, Archie and his gang become entangled in dark Riverdale mysteries.",2017,7.1,"Crime, Drama, Mystery            "
The Big Bang Theory,22,    A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.,2019,8.1,"Comedy, Romance            "
Lucifer,42,    Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.,2015,8.2,"Crime, Drama, Fantasy            "
Klaus,96,"    A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",2019,8.4,"Animation, Adventure, Comedy            "
Brooklyn Nine-Nine,22,"    Jake Peralta, an immature, but talented N.Y.P.D. detective in Brooklyn's 99th Precinct, comes into immediate conflict with his new commanding officer, the serious and stern Captain Ray Holt.",2013,8.4,"Comedy, Crime            "
Law & Order: Special Victims Unit,60,"    The Special Victims Unit, a specially trained squad of detectives in the NYPD, investigate sexually related crimes.",1999,8.0,"Crime, Drama, Mystery            "
Earthquake Bird,107,"    An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.",2019,5.9,"Crime, Drama, Mystery            "
Noelle,100,    Santa's daughter finds herself having to take over the family business.,2019,6.3,"Comedy, Family, Fantasy            "
Succession,60,    Succession follows a dysfunctional American global-media family.,2018,8.3,Drama            
BoJack Horseman,25,"    BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",2014,8.6,"Animation, Comedy, Drama            "
Supergirl,43,    The adventures of Superman's cousin in her own superhero career.,2015,6.3,"Action, Adventure, Drama            "
The Laundromat,95,"    A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system.",2019,6.3,"Comedy, Crime, Drama            "
Money Heist,70,    A group of unique robbers assault the Factory of Moneda and Timbre to carry out the most perfect robbery in the history of Spain and take home 2.4 billion euros.,2017,8.5,"Action, Crime, Mystery            "
Honey Boy,94,    A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,2019,7.1,Drama            
Dolemite Is My Name,117,"Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",2019,7.4,"Biography, Comedy, Drama            "
Criminal Minds,42,"    The cases of the F.B.I. Behavioral Analysis Unit (B.A.U.), an elite group of profilers who analyze the nation's most dangerous serial killers and individual heinous crimes in an effort to anticipate their next moves before they strike again.",2005,8.1,"Crime, Drama, Mystery            "
For All Mankind,60,    The series explores what would have happened if the global space race had never ended.,2019,6.8,"Drama, Sci-Fi            "
Silicon Valley,28,"    Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.",2014,8.5,Comedy            
Dublin Murders,60,    Crime series based on the novels by Tana French.,2019,7.1,"Crime, Drama, Thriller            "
Hustlers,110,"    Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",2019,6.6,"Comedy, Crime, Drama            "
It's Always Sunny in Philadelphia,22,    Five friends with big egos and slightly arrogant attitudes are the proprietors of an Irish pub in Philadelphia.,2005,8.8,Comedy            
The Good Doctor,41,"    Shaun Murphy, a young surgeon with autism and Savant syndrome, is recruited into the surgical unit of a prestigious hospital.",2017,8.2,Drama            
It Chapter Two,169,"    Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",2019,6.8,"Drama, Fantasy, Horror            "
Harriet,125,"    The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes, whose courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history.",2019,6.5,"Action, Biography, Drama            "
Toy Story 4,100,"    When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",2019,7.9,"Animation, Adventure, Comedy            "
Mindhunter,60,"    Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.",2017,8.6,"Crime, Drama, Thriller            "
Jumanji: The Next Level,114,"    In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",2019,0,"Action, Adventure, Comedy            "
Unbelievable,58,"    Based on the true story of Marie, a teenager who was charged with lying about having been raped, and the two female detectives who followed the path to the truth.",2019,8.5,"Crime, Drama            "
Power,50,"    James ""Ghost"" St. Patrick, a wealthy New York night club owner who has it all, catering to the city's elite and dreaming big, lives a double life as a drug kingpin.",2014,8.2,"Crime, Drama            "
Victorious,30,    Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,2013,6.8,"Comedy, Drama, Family            "
Spider-Man: Far from Home,129,"    Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",2019,7.6,"Action, Adventure, Sci-Fi            "
Schitt's Creek,22,"    When rich video-store magnate Johnny Rose and his family suddenly find themselves broke, they are forced to leave their pampered lives to regroup in Schitt's Creek.",2015,8.3,Comedy            
High School Musical: The Musical - The Series,22,    The students from the school where the High School Musical films were shot stage a musical production based on the franchise.,2019,6.8,"Comedy, Musical            "
Official Secrets,112,    The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,2019,7.3,"Biography, Drama, Romance            "
The Dark Knight,152,"    When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",2008,9.0,"Action, Crime, Drama            "
The Devil Next Door,229,"    A Cleveland grandfather is brought to trial in Israel, accused of being the infamous German death camp guard known as Ivan the Terrible.",2019,7.7,Documentary            
How to Get Away with Murder,43,    A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.,2014,8.1,"Crime, Drama, Mystery            "
Suits,44,"    On the run from a drug deal gone bad, Mike Ross, a brilliant college dropout, finds himself a job working with Harvey Specter, one of New York City's best lawyers.",2011,8.5,"Comedy, Drama            "
Color Out of Space,111,    A town is struck by a meteorite and the fallout is catastrophic.,2019,6.5,"Horror, Sci-Fi            "
No Time to Die,111,"    Bond has left active service. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",2020,0,"Action, Adventure, Thriller            "
The Golden Compass,113,"    In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",2007,6.1,"Adventure, Family, Fantasy            "
Holiday in the Wild,85,"    Jilted by her husband on the eve of embarking on an African safari, a woman travels to the continent alone where she meets an elephant conservationist.",2019,6.2,"Comedy, Drama, Romance            "
Yesterday,116,    A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate timeline where they never existed.,2019,6.9,"Comedy, Fantasy, Music            "
El Camino: A Breaking Bad Movie,122,"    A sequel, of sorts, to Breaking Bad following Jesse Pinkman after the events captured in the finale of Breaking Bad. Jesse is now on the run, as a massive police manhunt for him is in operation.",2019,7.5,"Action, Drama            "
Big Mouth,30,    Teenage friends find their lives upended by the wonders and horrors of puberty.,2017,8.0,"Animation, Comedy, Romance            "
Modern Family,22,    Three different but related families face trials and tribulations in their own uniquely comedic ways.,2009,8.4,"Comedy, Drama, Romance            "
The Handmaid's Tale,60,"    Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.",2017,8.5,"Drama, Sci-Fi, Thriller            "
The 100,43,"    Set ninety-seven years after a nuclear war has destroyed civilization, when a spaceship housing humanity's lone survivors sends one hundred juvenile delinquents back to Earth, in hopes of possibly re-populating the planet.",2014,7.7,"Drama, Mystery, Sci-Fi            "
The Simpsons,22,    The satiric adventures of a working-class family in the misfit city of Springfield.,1989,8.7,"Animation, Comedy            "
You,45,    A clever bookstore manager relies on his savvy Internet know-how to make the woman of his dreams fall in love with him.,2018,7.7,"Crime, Drama, Romance            "
Danger Close,118,"    In August 1966, in a Vietnamese rubber plantation called Long Tan, 108 young and inexperienced Australian and New Zealand soldiers are fighting for their lives against 2500 North Vietnamese and Viet Cong soldiers.",2019,7.1,"Action, Drama, War            "
Mrs. Fletcher,31,    A single mom whose son has moved out for college looks to begin a new life on her own.,2019,6.6,Comedy            
9-1-1,43,"    Explores the high-pressure experiences of the first responders who are thrust into the most frightening, shocking and heart-stopping situations.",2018,7.7,"Action, Drama, Thriller            "
Gotham,42,    The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,2019,7.8,"Action, Crime, Drama            "
Dollface,42,"    After breaking up with her longtime boyfriend, a woman tries to reconnect with the friends she lost during the relationship.",2019,7.4,Comedy            
The Rookie,43,"    Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis.",2018,8.0,"Comedy, Crime, Drama            "
The Terminator,107,"    In 1984, a human soldier is tasked to stop an indestructible cyborg killing machine, both sent from 2029, from executing a young woman, whose unborn son is the key to humanity's future salvation.",1984,8.0,"Action, Sci-Fi            "
Scary Stories to Tell in the Dark,108,"    On Halloween 1968, reclusive Stella and her two friends meet a mysterious drifter, Ramón, and uncover a sinister notebook of stories.",2019,6.2,"Horror, Mystery, Thriller            "
After,105,    A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.,2019,5.4,"Drama, Romance            "
Doctor Who,45,    The further adventures in time and space of the alien adventurer known as the Doctor and their companions from planet Earth.,2005,8.6,"Adventure, Drama, Family            "
Living with Yourself,26,"    A man undergoes an experimental treatment to improve his life, only to be replaced by a new and improved version of himself, and must fight for his wife, his career, and his very identity.",2019,7.3,"Comedy, Drama            "
Legacies,45,"    Hope Mikaelson, a tribrid daughter of a Vampire/Werewolf hybrid, makes her way in the world.",2018,7.5,"Adventure, Drama, Fantasy            "
The Batman,45,    The plot is unknown.,2021,0,"Action, Crime, Drama            "
Frozen,102,"    When the newly-crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",2013,7.5,"Animation, Adventure, Comedy            "
Fleabag,27,    A comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.,2019,8.7,"Comedy, Drama            "
Marriage Story,136,    Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,2019,8.4,"Comedy, Drama, Romance            "
Chernobyl,330,"    In April 1986, an explosion at the Chernobyl nuclear power plant in the Union of Soviet Socialist Republics becomes one of the world's worst man-made catastrophes.",2019,9.5,"Drama, History, Thriller            "
Carnival Row,56,"    A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster.",2019,8.0,"Crime, Drama, Fantasy            "
Hawaii Five-0,42,"    Steve McGarrett (Alex O'Loughlin) returns home to Oahu, in order to find his father's killer. The Governor offers him the chance to run his own task force (Five-0).",2010,7.3,"Action, Crime, Drama            "
Westworld,62,"    Set at the intersection of the near future and the reimagined past, explore a world in which every human appetite can be indulged without consequence.",2016,8.8,"Drama, Mystery, Sci-Fi            "
Prodigal Son,44,"    Malcolm Bright, one of the best criminal psychologists around, uses his twisted genius to help the NYPD solve crimes.",2019,7.6,"Crime, Drama, Mystery            "
The Haunting of Hill House,50,"    Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",2018,8.7,"Drama, Horror, Mystery            "
The War of the Worlds,48,"    In London during the Edwardian era, George and Amy's attempt to start a life together is interrupted by a Martian invasion of Earth.",2019,5.3,"Drama, Sci-Fi            "
The Affair,60,    A struggling novelist and a young waitress strike up an extramarital relationship that promises to forever change the course of their lives.,2014,7.9,Drama            
Euphoria,55,"    A look at life for a group of high school students as they grapple with issues of drugs, sex, and violence.",2019,8.4,Drama            
War of the Worlds,55,"    Set in contemporary France, this Anglo-French reimagining of H. G. Wells' classic in the style of Walking Dead follows pockets of survivors forced to team up after an apocalyptic extra-terrestrial strike.",2019,6.1,"Drama, Mystery, Sci-Fi            "
Terminator 2: Judgment Day,137,"    A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",1991,8.5,"Action, Sci-Fi            "
Dickinson,30,    An inside look at the world of writer Emily Dickinson.,2019,6.9,"Biography, Comedy, Drama            "
Aladdin,128,    A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,2019,7.1,"Adventure, Family, Fantasy            "
